numero_autorisation,numero_dosage,denomination_medicament,titulaire_autorisation,categorie_medicament,numero_it,code_atc,date_premiere_autorisation,date_autorisation_dosage,duree_validite_amm,categorie_remise_dosage,categorie_remise_medicament,principes_actifs,champ_application_medicament,champ_application_dosage,indications_particulieres,cause_mortalite,annee
67561,5,"Lenalidomid Spirig HC 15 mg, Hartkapseln",Spirig HealthCare AG,Synthetika,07.16.4.,L04AX04,2020-04-01,2020-04-01,unbegrenzt,A,A,lenalidomidum,Onkologikum,,,cancer,2020
67561,6,"Lenalidomid Spirig HC 20 mg, Hartkapseln",Spirig HealthCare AG,Synthetika,07.16.4.,L04AX04,2020-04-01,2020-04-01,unbegrenzt,A,A,lenalidomidum,Onkologikum,,,cancer,2020
67561,7,"Lenalidomid Spirig HC 25 mg, Hartkapseln",Spirig HealthCare AG,Synthetika,07.16.4.,L04AX04,2020-04-01,2020-04-01,unbegrenzt,A,A,lenalidomidum,Onkologikum,,,cancer,2020
67565,1,"Fulvestrant Accord 250 mg/5 ml, Injektionslösung in einer Fertigspritze",Accord Healthcare AG,Synthetika,07.16.2.,L02BA03,2020-08-11,2020-08-11,unbegrenzt,B,B,fulvestrantum,Cytostaticum,,,cancer,2020
67569,1,"Ziextenzo 6 mg / 0.6 ml, Injektionslösung in einer Fertigspritze",Sandoz Pharmaceuticals AG,Biotechnologika,06.07.3.,L03AA13,2020-01-20,2020-01-20,unbegrenzt,A,A,pegfilgrastimum,Neutropenie,,,cancer,2020
67570,1,"Ozalin 2 mg/ml, orale Lösung",Future Health Pharma GmbH,Synthetika,01.03.1.,N05CD08,2020-10-08,2020-10-08,unbegrenzt,A,A,midazolamum,Hypnoticum,,,autre,2020
67574,1,"Vildagliptin Spirig HC 50 mg, Tabletten",Spirig HealthCare AG,Synthetika,07.06.2.,A10BH02,2020-12-01,2020-12-01,unbegrenzt,B,B,vildagliptinum,Orales Antidiabetikum,,,autre,2020
67581,1,"Fasenra Pen 30 mg /1 ml, lnjektionslösung in einem Fertigpen",AstraZeneca AG,Biotechnologika,03.04.5.,R03DX10,2020-05-18,2020-05-18,unbegrenzt,B,B,benralizumabum,"Schweres eosinophiles Asthma, EGPA",,,appareil_respiratoire,2020
67582,1,"Imraldi 40 mg/0.8 ml, Injektionslösung im Fertigpen",Samsung Bioepis CH GmbH,Biotechnologika,07.15.0.,L04AB04,2020-04-03,2020-04-03,unbegrenzt,B,B,adalimumabum,"Rheumatoide Arthritis, polyartikuläre juvenile idiopathische Arthritis, psoriatische Arthritis,
ankylosierende Spondylitis (Morbus Bechterew), Morbus Crohn bei Erwachsenen,
ulcerative Colitis, Plaque Psoriasis bei Erwachsenen, Hidradenitis suppurativa",,,cancer,2020
67582,2,"Imraldi 40 mg/0.4 ml, Injektionslösung im Fertigpen",Samsung Bioepis CH GmbH,Biotechnologika,07.15.0.,L04AB04,2020-04-03,2024-12-18,unbegrenzt,B,B,adalimumabum,"Rheumatoide Arthritis, polyartikuläre juvenile idiopathische Arthritis, psoriatische Arthritis,
ankylosierende Spondylitis (Morbus Bechterew), Morbus Crohn bei Erwachsenen,
ulcerative Colitis, Plaque Psoriasis bei Erwachsenen, Hidradenitis suppurativa",,,cancer,2020
67583,1,"Nilemdo 180 mg, Filmtabletten",Daiichi Sankyo (Schweiz) AG,Synthetika,07.12.0.,C10AX15,2020-12-14,2020-12-14,unbegrenzt,B,B,acidum bempedoicum,Primäre Hypercholesterinämie (heterozygot familiär und nicht-familiär) und Reduktion des kardiovaskulären Risikos,,,appareil_circulatoire,2020
67586,1,"Nustendi 180 mg / 10 mg, Filmtabletten",Daiichi Sankyo (Schweiz) AG,Synthetika,07.12.0.,C10BA10,2020-12-15,2020-12-15,unbegrenzt,B,B,"ezetimibum, acidum bempedoicum",Primäre Hypercholesterinämie (heterozygot familiär und nicht familiär) oder gemischte Dyslipidämie sowie Reduktion des kardiovaskulären Risikos.,,,appareil_circulatoire,2020
67587,1,"Mictonet 5 mg, Dragées",Labatec Pharma SA,Synthetika,05.02.0.,G04BD06,2020-11-26,2020-11-26,unbegrenzt,B,B,propiverini hydrochloridum,Incontinence et fréquence urinaire et urgence urinaire,,,autre,2020
67588,1,"Atomoxetin-Mepha 10 mg, Hartkapseln",Mepha Pharma AG,Synthetika,01.10.2.,N06BA09,2020-01-16,2020-01-16,unbegrenzt,A,A,atomoxetinum,"Zentral wirksames Sympathomimetikum, nicht stimulierend",,,autre,2020
67588,2,"Atomoxetin-Mepha 18 mg, Hartkapseln",Mepha Pharma AG,Synthetika,01.10.2.,N06BA09,2020-01-16,2020-01-16,unbegrenzt,A,A,atomoxetinum,"Zentral wirksames Sympathomimetikum, nicht stimulierend",,,autre,2020
67588,3,"Atomoxetin-Mepha 25 mg, Hartkapseln",Mepha Pharma AG,Synthetika,01.10.2.,N06BA09,2020-01-16,2020-01-16,unbegrenzt,A,A,atomoxetinum,"Zentral wirksames Sympathomimetikum, nicht stimulierend",,,autre,2020
67588,4,"Atomoxetin-Mepha 40 mg, Hartkapseln",Mepha Pharma AG,Synthetika,01.10.2.,N06BA09,2020-01-16,2020-01-16,unbegrenzt,A,A,atomoxetinum,"Zentral wirksames Sympathomimetikum, nicht stimulierend",,,autre,2020
67588,5,"Atomoxetin-Mepha 60 mg, Hartkapseln",Mepha Pharma AG,Synthetika,01.10.2.,N06BA09,2020-01-16,2020-01-16,unbegrenzt,A,A,atomoxetinum,"Zentral wirksames Sympathomimetikum, nicht stimulierend",,,autre,2020
67588,6,"Atomoxetin-Mepha 80 mg, Hartkapseln",Mepha Pharma AG,Synthetika,01.10.2.,N06BA09,2020-01-16,2020-01-16,unbegrenzt,A,A,atomoxetinum,"Zentral wirksames Sympathomimetikum, nicht stimulierend",,,autre,2020
67588,7,"Atomoxetin-Mepha 100 mg, Hartkapseln",Mepha Pharma AG,Synthetika,01.10.2.,N06BA09,2020-01-16,2020-01-16,unbegrenzt,A,A,atomoxetinum,"Zentral wirksames Sympathomimetikum, nicht stimulierend",,,autre,2020
67594,1,"Posaconazol Devatis 40mg/ml, Suspension zum Einnehmen",Devatis AG,Synthetika,08.06.0.,J02AC04,2020-08-06,2020-08-06,unbegrenzt,B,B,posaconazolum,Pilzinfektionen,,,maladie_infectieuses,2020
67596,2,"Enerzair Breezhaler 150/50/160 μg, Hartkapsel mit Pulver zur Inhalation",Novartis Pharma Schweiz AG,Synthetika,03.04.5.,R03AL12,2020-09-24,2020-09-24,unbegrenzt,B,B,"indacaterolum, glycopyrronium, mometasoni furoas",Asthma,,,appareil_respiratoire,2020
67597,1,"Atectura Breezhaler 150/80 μg, Hartkapseln mit Pulver zur Inhalation",Novartis Pharma Schweiz AG,Synthetika,03.04.5.,R03AK14,2020-09-10,2020-09-10,unbegrenzt,B,B,"indacaterolum, mometasoni furoas",Asthma,,,appareil_respiratoire,2020
67597,2,"Atectura Breezhaler 150/160 μg, Hartkapseln mit Pulver zur Inhalation",Novartis Pharma Schweiz AG,Synthetika,03.04.5.,R03AK14,2020-09-10,2020-09-10,unbegrenzt,B,B,"indacaterolum, mometasoni furoas",Asthma,,,appareil_respiratoire,2020
67597,3,"Atectura Breezhaler 150/320 μg, Hartkapseln mit Pulver zur Inhalation",Novartis Pharma Schweiz AG,Synthetika,03.04.5.,R03AK14,2020-09-10,2020-09-10,unbegrenzt,B,B,"indacaterolum, mometasoni furoas",Asthma,,,appareil_respiratoire,2020
67602,1,"Olmesartan-Amlodipin-HCT-Mepha 20 mg/5 mg/12,5 mg, Filmtabletten",Mepha Pharma AG,Synthetika,02.07.2.,C09DX03,2020-08-11,2020-08-11,unbegrenzt,B,B,"olmesartanum medoxomilum, amlodipinum, hydrochlorothiazidum",essentielle Hypertonie,,,appareil_circulatoire,2020
67602,2,"Olmesartan-Amlodipin-HCT-Mepha 40 mg/5 mg/12,5 mg, Filmtabletten",Mepha Pharma AG,Synthetika,02.07.2.,C09DX03,2020-08-11,2020-08-11,unbegrenzt,B,B,"olmesartanum medoxomilum, amlodipinum, hydrochlorothiazidum",essentielle Hypertonie,,,appareil_circulatoire,2020
67602,3,"Olmesartan-Amlodipin-HCT-Mepha 40 mg/10 mg/12,5 mg, Filmtabletten",Mepha Pharma AG,Synthetika,02.07.2.,C09DX03,2020-08-11,2020-08-11,unbegrenzt,B,B,"olmesartanum medoxomilum, amlodipinum, hydrochlorothiazidum",essentielle Hypertonie,,,appareil_circulatoire,2020
67602,4,"Olmesartan-Amlodipin-HCT-Mepha 40 mg/5 mg/25 mg, Filmtabletten",Mepha Pharma AG,Synthetika,02.07.2.,C09DX03,2020-08-11,2020-08-11,unbegrenzt,B,B,"olmesartanum medoxomilum, amlodipinum, hydrochlorothiazidum",essentielle Hypertonie,,,appareil_circulatoire,2020
67602,5,"Olmesartan-Amlodipin-HCT-Mepha 40 mg/10 mg/25 mg, Filmtabletten",Mepha Pharma AG,Synthetika,02.07.2.,C09DX03,2020-08-11,2020-08-11,unbegrenzt,B,B,"olmesartanum medoxomilum, amlodipinum, hydrochlorothiazidum",essentielle Hypertonie,,,appareil_circulatoire,2020
67611,1,"Hulio 40 mg/0.8 ml, Injektionslösung im Fertigpen",Medius AG,Biotechnologika,07.15.0.,L04AB04,2020-05-13,2020-05-13,unbegrenzt,B,B,adalimumabum,"Rheumatoide Arthritis, polyartikuläre juvenile Arthritis ab 30 kg Körpergewicht, Psoriasis-Arthritis, ankylosierende Spondylitis (Morbus Bechterew), Morbus Crohn bei Erwachsenen, Colitis Ulcerosa, Psoriasis bei Erwachsenen, Kindern und Jugendlichen ab 30 kg Körpergewicht, Hidradenitis suppurativa, Uveitis",,,cancer,2020
67612,1,"Hulio 40 mg/0.8 ml, Injektionslösung in einer Durchstechflasche",Medius AG,Biotechnologika,07.15.0.,L04AB04,2020-05-13,2020-05-13,unbegrenzt,B,B,adalimumabum,"Rheumatoide Arthritis, polyartikuläre juvenile Arthritis, Psoriasis-Arthritis, ankylosierende Spondylitis (Morbus Bechterew), Morbus Crohn bei Erwachsenen sowie Kindern und Jugendlichen, Colitis ulcerosa, Psoriasis bei Erwachsenen sowie Kindern und Jugendlichen, Hidradenitis suppurativa, Uveitis",,,cancer,2020
67613,1,"Hulio 40 mg/0.8 ml, Injektionslösung in einer Fertigspritze",Medius AG,Biotechnologika,07.15.0.,L04AB04,2020-05-13,2020-05-13,unbegrenzt,B,B,adalimumabum,"Rheumatoide Arthritis, polyartikuläre juvenile Arthritis ab 30 kg Körpergewicht, Psoriasis-Arthritis, ankylosierende Spondylitis (Morbus Bechterew), Morbus Crohn bei Erwachsenen, Colitis Ulcerosa, Psoriasis bei Erwachsenen, Kindern und Jugendlichen ab 30 kg Körpergewicht, Hidradenitis suppurativa, Uveitis",,,cancer,2020
67614,1,"Rayaldee 30 µg, Weichkapseln retardiert",Vifor Fresenius Medical Care Renal Pharma Ltd.,Synthetika,07.02.3.,H05BX05,2020-12-22,2020-12-22,unbegrenzt,B,B,calcifediolum,Rayaldee ist zur Behandlung von sekundärem Hyperparathyreoidismus (SHPT) bei Erwachsenen mit chronischer Niereninsuffizienz (CKD) im Stadium 3 oder 4 und 25- Hydroxyvitamin-D-Serumwerten <30 ng/ml indiziert.,,,autre,2020
67617,1,"Enspryng 120 mg, Injektionslösung zur subkutanen Anwendung",Roche Pharma (Schweiz) AG,Biotechnologika,07.15.0.,L04AC19,2020-07-13,2020-07-13,unbegrenzt,A,A,satralizumabum,Behandlung von Erwachsenen und Jugendlichen mit Neuromyelitis-Optica-Spektrum-Erkrankungen (NMOSD),,,cancer,2020
67621,1,"Vividrin 0.5 mg/ml, Augentropfen",Bausch & Lomb Swiss AG,Synthetika,11.06.2.,S01GX07,2020-06-10,2020-06-10,unbegrenzt,B,B,azelastini hydrochloridum,Symptomatische Behandlung der allergischen Konjunktivitis und Rhinokonjunktivitis,,,autre,2020
67622,1,"Risperidon-Mepha LA 25 mg, Pulver und Lösungsmittel zur Herstellung einer Suspension zur i.m. Injektion",Mepha Pharma AG,Synthetika,01.05.0.,N05AX08,2020-08-13,2020-08-13,unbegrenzt,B,B,risperidonum,Erhaltungstherapie für psychotische Krankheiten aus dem Formenkreis der Schizophrenie,,,autre,2020
67622,2,"Risperidon-Mepha LA 37.5 mg, Pulver und Lösungsmittel zur Herstellung einer Suspension zur i.m. Injektion",Mepha Pharma AG,Synthetika,01.05.0.,N05AX08,2020-08-13,2020-08-13,unbegrenzt,B,B,risperidonum,Erhaltungstherapie für psychotische Krankheiten aus dem Formenkreis der Schizophrenie,,,autre,2020
67622,3,"Risperidon-Mepha LA 50 mg, Pulver und Lösungsmittel zur Herstellung einer Suspension zur i.m. Injektion",Mepha Pharma AG,Synthetika,01.05.0.,N05AX08,2020-08-13,2020-08-13,unbegrenzt,B,B,risperidonum,Erhaltungstherapie für psychotische Krankheiten aus dem Formenkreis der Schizophrenie,,,autre,2020
67624,1,"Tadalafil PAH Spirig HC 20 mg, Filmtabletten",Spirig HealthCare AG,Synthetika,02.07.1.,G04BE08,2020-07-08,2020-07-08,unbegrenzt,B,B,tadalafilum,Pulmonale arterielle Hypertonie,,,autre,2020
67625,1,"Tadalafil Spirig HC, 2.5 mg, Filmtabletten",Spirig HealthCare AG,Synthetika,05.99.0.,G04BE08,2020-07-23,2020-07-23,unbegrenzt,B,B,tadalafilum,Erektile Dysfunktion,,,autre,2020
67625,2,"Tadalafil Spirig HC, 5 mg, Filmtabletten",Spirig HealthCare AG,Synthetika,05.99.0.,G04BE08,2020-07-23,2020-07-23,unbegrenzt,B,B,tadalafilum,Erektile Dysfunktion,,,autre,2020
67625,3,"Tadalafil Spirig HC, 10 mg, Filmtabletten",Spirig HealthCare AG,Synthetika,05.99.0.,G04BE08,2020-07-23,2020-07-23,unbegrenzt,B,B,tadalafilum,Erektile Dysfunktion,,,autre,2020
67625,4,"Tadalafil Spirig HC, 20 mg, Filmtabletten",Spirig HealthCare AG,Synthetika,05.99.0.,G04BE08,2020-07-23,2020-07-23,unbegrenzt,B,B,tadalafilum,Erektile Dysfunktion,,,autre,2020
67632,1,"Aklief, Crème",Galderma SA,Synthetika,10.02.0.,D10AD06,2020-12-16,2020-12-16,unbegrenzt,B,B,trifarotenum,topische Behandlung mittelschwerer Akne,,,autre,2020
67633,1,"Miglustat Dipharma 100 mg, capsule",Dipharma SA,Synthetika,07.99.0.,A16AX06,2020-04-03,2020-04-03,unbegrenzt,B,B,miglustatum,"Gaucher di tipo 1, Niemann-Pick di tipo C",,,autre,2020
67641,1,"Mometason Spirig HC 0.05 mg/Sprühstoss, Dosier Nasenspray",Spirig HealthCare AG,Synthetika,12.02.3.,R01AD09,2020-05-14,2020-05-14,unbegrenzt,B,B,mometasoni furoas,"Rhinitis, Nasenpolypen",,,appareil_respiratoire,2020
67643,1,"Xorox 30 mg/g, Augensalbe","AGEPHA PHARMA s.r.o., Bratislava, Zweigniederlassung Zug",Synthetika,11.07.2.,S01AD03,2020-02-06,2020-02-06,unbegrenzt,A,A,aciclovirum,Herpesinfektionen des Auges,,,maladie_infectieuses,2020
67654,1,"Azithromycin Spirig HC 250 mg, Filmtabletten",Spirig HealthCare AG,Synthetika,08.01.6.,J01FA10,2020-09-17,2020-09-17,unbegrenzt,A,A,azithromycinum,Infektionskrankheiten,,,maladie_infectieuses,2020
67654,2,"Azithromycin Spirig HC 500 mg, Filmtabletten",Spirig HealthCare AG,Synthetika,08.01.6.,J01FA10,2020-09-17,2020-09-17,unbegrenzt,A,A,azithromycinum,Infektionskrankheiten,,,maladie_infectieuses,2020
67656,1,"Candesartan-Amlodipin-Mepha 8 mg/5 mg, Hartkapseln",Mepha Pharma AG,Synthetika,02.07.1.,C09DB07,2020-12-23,2020-12-23,unbegrenzt,B,B,"candesartanum cilexetilum, amlodipinum",Essentielle Hypertonie,,,appareil_circulatoire,2020
67656,2,"Candesartan-Amlodipin-Mepha 16 mg/5 mg, Hartkapseln",Mepha Pharma AG,Synthetika,02.07.1.,C09DB07,2020-12-23,2020-12-23,unbegrenzt,B,B,"candesartanum cilexetilum, amlodipinum",Essentielle Hypertonie,,,appareil_circulatoire,2020
67656,3,"Candesartan-Amlodipin-Mepha 8 mg/10 mg, Hartkapseln",Mepha Pharma AG,Synthetika,02.07.1.,C09DB07,2020-12-23,2020-12-23,unbegrenzt,B,B,"candesartanum cilexetilum, amlodipinum",Essentielle Hypertonie,,,appareil_circulatoire,2020
67656,4,"Candesartan-Amlodipin-Mepha 16 mg/10 mg, Hartkapseln",Mepha Pharma AG,Synthetika,02.07.1.,C09DB07,2020-12-23,2020-12-23,unbegrenzt,B,B,"candesartanum cilexetilum, amlodipinum",Essentielle Hypertonie,,,appareil_circulatoire,2020
67665,1,"Fycompa 0.5 mg / mL, Suspension zum Einnehmen",Eisai Pharma AG,Synthetika,01.07.1.,N03AX22,2020-04-16,2020-04-16,unbegrenzt,B,B,perampanelum anhydricum,Antiepileptikum,,,autre,2020
67666,1,"Agomelatin Zentiva 25 mg, Filmtabletten",Helvepharm AG,Synthetika,01.06.0.,N06AX22,2020-10-15,2020-10-15,unbegrenzt,B,B,agomelatinum,Antidepressivum,,,autre,2020
67667,1,"Defitelio 80 mg/ml, Konzentrat zur Herstellung einer Infusionslösung",Jazz Pharmaceuticals Switzerland GmbH,Biotechnologika,06.03.0.,B01AX01,2020-09-21,2020-09-21,unbegrenzt,A,A,defibrotidum (hergestellt aus Darmschleimhaut von Schweinen),Behandlung von schwerer hepatischer venooklusiver Erkrankung bei hämatopoetischer Stammzelltransplantation,,,appareil_circulatoire,2020
67670,1,"Cariban 10 mg/10 mg, gélule à libération modifiée",EFFIK SA,Synthetika,01.09.0.,R06AA59,2020-11-12,2020-11-12,unbegrenzt,B,B,"doxylaminum, pyridoxinum",traitement symptomatique des nausées et vomissements de la grossesse (NVG) chez l'adulte qui ne répond pas au traitement conservateur,,,appareil_respiratoire,2020
67678,1,"Deferasirox-Mepha 90 mg, Filmtabletten",Mepha Pharma AG,Synthetika,06.99.0.,V03AC03,2020-08-24,2020-08-24,unbegrenzt,B,B,deferasiroxum,Transfusionsbedingte Eisenüberladung,,,autre,2020
67678,2,"Deferasirox-Mepha 180 mg, Filmtabletten",Mepha Pharma AG,Synthetika,06.99.0.,V03AC03,2020-08-24,2020-08-24,unbegrenzt,B,B,deferasiroxum,Transfusionsbedingte Eisenüberladung,,,autre,2020
67678,3,"Deferasirox-Mepha 360 mg, Filmtabletten",Mepha Pharma AG,Synthetika,06.99.0.,V03AC03,2020-08-24,2020-08-24,unbegrenzt,B,B,deferasiroxum,Transfusionsbedingte Eisenüberladung,,,autre,2020
67681,1,"Deferasirox NOBEL 90 mg, Filmtabletten",NOBEL Pharma Schweiz AG,Synthetika,06.99.0.,V03AC03,2020-08-24,2020-08-24,unbegrenzt,B,B,deferasiroxum,Eisenchelator,,,autre,2020
67681,2,"Deferasirox NOBEL 180 mg, Filmtabletten",NOBEL Pharma Schweiz AG,Synthetika,06.99.0.,V03AC03,2020-08-24,2020-08-24,unbegrenzt,B,B,deferasiroxum,Eisenchelator,,,autre,2020
67681,3,"Deferasirox NOBEL 360 mg, Filmtabletten",NOBEL Pharma Schweiz AG,Synthetika,06.99.0.,V03AC03,2020-08-24,2020-08-24,unbegrenzt,B,B,deferasiroxum,Eisenchelator,,,autre,2020
67683,1,"Metrissa 2 mg, Filmtabletten",Gynial AG,Synthetika,09.99.0.,G03DB08,2020-03-05,2020-03-05,unbegrenzt,B,B,dienogestum,Behandlung der Endometriose,,,autre,2020
67684,1,"Mavi Gynial, Filmtabletten",Gynial AG,Synthetika,09.02.1.,G03AA16,2020-07-23,2020-07-23,unbegrenzt,B,B,"ethinylestradiolum, dienogestum",Orale Kontrazeption,,,autre,2020
67685,1,"Venlafaxin Spirig HC retard 37.5 mg, Hartkapseln, retardiert",Spirig HealthCare AG,Synthetika,01.06.0.,N06AX16,2020-08-14,2020-08-14,unbegrenzt,B,B,venlafaxinum,Antidepressivum,,,autre,2020
67685,2,"Venlafaxin Spirig HC retard 75 mg, Hartkapseln, retardiert",Spirig HealthCare AG,Synthetika,01.06.0.,N06AX16,2020-08-14,2020-08-14,unbegrenzt,B,B,venlafaxinum,Antidepressivum,,,autre,2020
67685,3,"Venlafaxin Spirig HC retard 150 mg, Hartkapseln, retardiert",Spirig HealthCare AG,Synthetika,01.06.0.,N06AX16,2020-08-14,2020-08-14,unbegrenzt,B,B,venlafaxinum,Antidepressivum,,,autre,2020
67685,4,"Venlafaxin Spirig HC retard 225 mg, Hartkapseln, retardiert",Spirig HealthCare AG,Synthetika,01.06.0.,N06AX16,2020-08-14,2020-08-14,unbegrenzt,B,B,venlafaxinum,Antidepressivum,,,autre,2020
67689,1,"DARZALEX SC 1800 mg/15 ml, Injektionslösung",Janssen-Cilag AG,Biotechnologika,07.16.1.,L01FC01,2020-08-13,2020-08-13,unbegrenzt,A,A,daratumumabum,"Multiples Myelom, Leichtketten-Amyloidose",,,cancer,2020
67710,1,"Virgan 1.5 mg/g, gel ophtalmique",THEA Pharma S.A.,Synthetika,11.07.2.,S01AD09,2020-12-04,2020-12-04,unbegrenzt,A,A,ganciclovirum,Traitement de la kératite herpétique superficielle aiguë,,,maladie_infectieuses,2020
67711,1,"Rasagilin NOBEL 1 mg, Tabletten",NOBEL Pharma Schweiz AG,Synthetika,01.08.0.,N04BD02,2020-05-18,2020-05-18,unbegrenzt,B,B,rasagilinum,Morbus Parkinson,,,autre,2020
67732,1,"Helux, Augentropfen",Future Health Pharma GmbH,Synthetika,11.06.2.,S01GX06,2020-02-10,2020-02-10,unbegrenzt,D,D,emedastinum,Allergische Konjunktivitis,,,autre,2020
67743,1,"Aripiprazol NOBEL 1 mg/ml, Sirup",NOBEL Pharma Schweiz AG,Synthetika,01.05.0.,N05AX12,2020-12-10,2020-12-10,unbegrenzt,B,B,aripiprazolum,Neuroleptikum,,,autre,2020
67747,1,"Alopexy 5%, Lösung zur Anwendung auf der Haut",Pierre Fabre Pharma SA,Synthetika,10.99.0.,D11AX01,2020-09-28,2020-09-28,unbegrenzt,D,D,minoxidilum,Alopecia androgenetica,,,autre,2020
67753,2,"Pemetrexed Spirig HC 100 mg, Konzentrat zur Herstellung einer Infusionslösung",Spirig HealthCare AG,Synthetika,07.16.1.,L01BA04,2020-08-26,2020-08-26,unbegrenzt,A,A,pemetrexedum,Zytostatikum,,,cancer,2020
67753,3,"Pemetrexed Spirig HC 500 mg, Konzentrat zur Herstellung einer Infusionslösung",Spirig HealthCare AG,Synthetika,07.16.1.,L01BA04,2020-08-26,2020-08-26,unbegrenzt,A,A,pemetrexedum,Zytostatikum,,,cancer,2020
67753,4,"Pemetrexed Spirig HC 1000 mg, Konzentrat zur Herstellung einer Infusionslösung",Spirig HealthCare AG,Synthetika,07.16.1.,L01BA04,2020-08-26,2020-08-26,unbegrenzt,A,A,pemetrexedum,Zytostatikum,,,cancer,2020
67756,1,"Anidulafungin Labatec 100 mg, Poudre pour solution à diluer pour perfusion",Labatec Pharma SA,Synthetika,08.06.0.,J02AX06,2020-12-21,2020-12-21,unbegrenzt,A,A,anidulafunginum,Antimycosique,,,maladie_infectieuses,2020
67759,1,"Ondexxya 200 mg, Pulver zur Herstellung einer Infusionslösung",AstraZeneca AG,Biotechnologika,15.01.0.,V03AB38,2020-12-02,2020-12-02,2029-07-29,A,A,andexanet alfa,Antidot gegen Faktor Xa-Inhibitoren,,Black Triangle,autre,2020
67773,1,"Trikafta 100 mg / 50 mg / 75 mg, 150 mg, Filmtabletten",Vertex Pharmaceuticals (CH) GmbH,Synthetika,03.99.0.,R07AX32,2020-12-10,2020-12-10,unbegrenzt,A,A,"elexacaftorum, tezacaftorum, ivacaftorum",Mukoviszidose,,,appareil_respiratoire,2020
67773,2,"Trikafta 50 mg / 25 mg / 37.5 mg, 75 mg, Filmtabletten",Vertex Pharmaceuticals (CH) GmbH,Synthetika,03.99.0.,R07AX32,2020-12-10,2022-01-05,unbegrenzt,A,A,"elexacaftorum, tezacaftorum, ivacaftorum",Mukoviszidose,,,appareil_respiratoire,2020
67775,1,"Trecondi 1 g, Pulver zur Herstellung einer Infusionslösung",IDEOGEN AG,Synthetika,07.16.1.,L01AB02,2020-08-10,2020-08-10,unbegrenzt,A,A,treosulfanum,in Kombination mit Fludarabin im Rahmen einer Konditionierungstherapie vor einer allogenen hämatopoetischen Stammzelltransplantation (allo-HSCT) bei erwachsenen Patienten sowie Jugendlichen und Kindern älter als 1 Monat mit malignen und nicht malignen Erkrankungen,,,cancer,2020
67775,2,"Trecondi 5 g, Pulver zur Herstellung einer Infusionslösung",IDEOGEN AG,Synthetika,07.16.1.,L01AB02,2020-08-10,2020-08-10,unbegrenzt,A,A,treosulfanum,in Kombination mit Fludarabin im Rahmen einer Konditionierungstherapie vor einer allogenen hämatopoetischen Stammzelltransplantation (allo-HSCT) bei erwachsenen Patienten sowie Jugendlichen und Kindern älter als 1 Monat mit malignen und nicht malignen Erkrankungen,,,cancer,2020
67793,1,"Lyumjev cartouches 100 units/mL, solution injectable",Eli Lilly (Suisse) SA,Biotechnologika,07.06.1.,A10AB04,2020-12-03,2020-12-03,unbegrenzt,B,B,insulinum lisprum,Diabète sucré,,,autre,2020
67794,1,"Lyumjev 100 units/mL KwikPen, solution injectable",Eli Lilly (Suisse) SA,Biotechnologika,07.06.1.,A10AB04,2020-12-03,2020-12-03,unbegrenzt,B,B,insulinum lisprum,Diabète sucré,,,autre,2020
67794,2,"Lyumjev 200 units/mL KwikPen, solution injectable",Eli Lilly (Suisse) SA,Biotechnologika,07.06.1.,A10AB04,2020-12-03,2020-12-03,unbegrenzt,B,B,insulinum lisprum,Diabète sucré,,,autre,2020
67794,3,"Lyumjev 100 units/mL Junior KwikPen, solution injectable",Eli Lilly (Suisse) SA,Biotechnologika,07.06.1.,A10AB04,2020-12-03,2020-12-03,unbegrenzt,B,B,insulinum lisprum,Diabète sucré,,,autre,2020
67795,1,"Levocet-Mepha Allergie, Filmtablette",Mepha Pharma AG,Synthetika,07.13.1.,R06AE09,2020-02-11,2020-02-11,unbegrenzt,D,D,levocetirizini dihydrochloridum,Antihistaminikum,,,appareil_respiratoire,2020
67798,1,"Tukysa 50 mg, Filmtabletten",Pfizer AG,Synthetika,07.16.1.,L01EH03,2020-05-07,2020-05-07,unbegrenzt,A,A,tucatinibum,Zur Behandlung von metastasiertem HER2-positivem Brustkrebs,,,cancer,2020
67798,2,"Tukysa 150 mg, Filmtabletten",Pfizer AG,Synthetika,07.16.1.,L01EH03,2020-05-07,2020-05-07,unbegrenzt,A,A,tucatinibum,Zur Behandlung von metastasiertem HER2-positivem Brustkrebs,,,cancer,2020
67799,1,"Ambrisentan Devatis 5 mg, Filmtabletten",Devatis AG,Synthetika,02.07.1.,C02KX02,2020-10-29,2020-10-29,unbegrenzt,B,B,ambrisentanum,Pulmonale arterielle Hypertonie,,,appareil_circulatoire,2020
67799,2,"Ambrisentan Devatis 10 mg, Filmtabletten",Devatis AG,Synthetika,02.07.1.,C02KX02,2020-10-29,2020-10-29,unbegrenzt,B,B,ambrisentanum,Pulmonale arterielle Hypertonie,,,appareil_circulatoire,2020
67801,1,"Dienogest Sandoz 2 mg, Tabletten",Sandoz Pharmaceuticals AG,Synthetika,09.99.0.,G03DB08,2020-10-19,2020-10-19,unbegrenzt,B,B,dienogestum,Behandlung der Endometriose,,,autre,2020
67808,1,"Bexin Efeu Hustensirup, Sirup",Spirig HealthCare AG,Phytoarzneimittel,03.02.0.,R05CA12,2020-08-11,2020-08-11,unbegrenzt,D,D,"hederae folii extractum ethanolicum siccum (Hedera helix L., folium)",Zur Schleimlösung bei Husten mit Auswurf,,,appareil_respiratoire,2020
